index,TYPE
558582,Theft from Vehicle
252638,Offence Against a Person
380509,Other Theft
682538,Theft from Vehicle
9544,Break and Enter Commercial
288194,Other Theft
194148,Mischief
17663,Break and Enter Commercial
749032,Theft of Vehicle
32456,Break and Enter Commercial
631516,Theft from Vehicle
253959,Offence Against a Person
262654,Offence Against a Person
721849,Theft of Bicycle
224970,Offence Against a Person
105251,Break and Enter Residential/Other
515661,Theft from Vehicle
88136,Break and Enter Residential/Other
370875,Other Theft
92570,Break and Enter Residential/Other
177472,Mischief
253870,Offence Against a Person
29573,Break and Enter Commercial
226733,Offence Against a Person
361392,Other Theft
297777,Other Theft
164118,Mischief
680219,Theft from Vehicle
361205,Other Theft
463306,Other Theft
326784,Other Theft
16031,Break and Enter Commercial
309390,Other Theft
756935,Theft of Vehicle
16521,Break and Enter Commercial
159942,Mischief
635980,Theft from Vehicle
333041,Other Theft
254091,Offence Against a Person
694462,Theft from Vehicle
95851,Break and Enter Residential/Other
654630,Theft from Vehicle
789658,Vehicle Collision or Pedestrian Struck (with Injury)
172501,Mischief
116277,Mischief
522129,Theft from Vehicle
177808,Mischief
240814,Offence Against a Person
380522,Other Theft
441316,Other Theft
133811,Mischief
348123,Other Theft
456205,Other Theft
179749,Mischief
19421,Break and Enter Commercial
172291,Mischief
278202,Offence Against a Person
736796,Theft of Bicycle
166735,Mischief
453002,Other Theft
120627,Mischief
639595,Theft from Vehicle
321461,Other Theft
287546,Other Theft
32981,Break and Enter Commercial
34696,Break and Enter Commercial
688615,Theft from Vehicle
245566,Offence Against a Person
19691,Break and Enter Commercial
570781,Theft from Vehicle
218338,Offence Against a Person
325217,Other Theft
199118,Mischief
800814,Vehicle Collision or Pedestrian Struck (with Injury)
339126,Other Theft
555474,Theft from Vehicle
720487,Theft of Bicycle
453912,Other Theft
340060,Other Theft
18624,Break and Enter Commercial
508248,Theft from Vehicle
335001,Other Theft
496290,Theft from Vehicle
613173,Theft from Vehicle
131634,Mischief
174374,Mischief
631526,Theft from Vehicle
584982,Theft from Vehicle
614349,Theft from Vehicle
215823,Offence Against a Person
551117,Theft from Vehicle
552481,Theft from Vehicle
170374,Mischief
666929,Theft from Vehicle
617009,Theft from Vehicle
633063,Theft from Vehicle
380458,Other Theft
29655,Break and Enter Commercial
276353,Offence Against a Person
723419,Theft of Bicycle
448110,Other Theft
718247,Theft of Bicycle
1846,Break and Enter Commercial
119082,Mischief
586783,Theft from Vehicle
487473,Theft from Vehicle
208513,Mischief
672677,Theft from Vehicle
444223,Other Theft
138206,Mischief
147261,Mischief
431452,Other Theft
184709,Mischief
160871,Mischief
748499,Theft of Vehicle
50157,Break and Enter Residential/Other
508301,Theft from Vehicle
505815,Theft from Vehicle
618920,Theft from Vehicle
640929,Theft from Vehicle
140561,Mischief
232074,Offence Against a Person
236008,Offence Against a Person
511897,Theft from Vehicle
323553,Other Theft
320945,Other Theft
195585,Mischief
221534,Offence Against a Person
218415,Offence Against a Person
409582,Other Theft
364229,Other Theft
152310,Mischief
810571,Vehicle Collision or Pedestrian Struck (with Injury)
456231,Other Theft
607804,Theft from Vehicle
426892,Other Theft
711129,Theft of Bicycle
734418,Theft of Bicycle
202409,Mischief
197282,Mischief
307968,Other Theft
596679,Theft from Vehicle
238367,Offence Against a Person
149072,Mischief
132175,Mischief
364553,Other Theft
204484,Mischief
429809,Other Theft
9431,Break and Enter Commercial
784933,Vehicle Collision or Pedestrian Struck (with Injury)
423542,Other Theft
570926,Theft from Vehicle
245209,Offence Against a Person
203135,Mischief
83241,Break and Enter Residential/Other
115406,Mischief
237406,Offence Against a Person
579173,Theft from Vehicle
503516,Theft from Vehicle
723487,Theft of Bicycle
574659,Theft from Vehicle
44899,Break and Enter Residential/Other
688977,Theft from Vehicle
596643,Theft from Vehicle
552803,Theft from Vehicle
600066,Theft from Vehicle
16318,Break and Enter Commercial
305089,Other Theft
361260,Other Theft
209992,Mischief
158989,Mischief
128796,Mischief
544058,Theft from Vehicle
486724,Theft from Vehicle
234481,Offence Against a Person
528322,Theft from Vehicle
652298,Theft from Vehicle
348214,Other Theft
166642,Mischief
552620,Theft from Vehicle
797347,Vehicle Collision or Pedestrian Struck (with Injury)
223533,Offence Against a Person
488062,Theft from Vehicle
597707,Theft from Vehicle
441589,Other Theft
498415,Theft from Vehicle
628632,Theft from Vehicle
404898,Other Theft
116166,Mischief
337055,Other Theft
497512,Theft from Vehicle
138407,Mischief
328415,Other Theft
32181,Break and Enter Commercial
361394,Other Theft
516533,Theft from Vehicle
64694,Break and Enter Residential/Other
223606,Offence Against a Person
202551,Mischief
633251,Theft from Vehicle
164775,Mischief
342181,Other Theft
134162,Mischief
803994,Vehicle Collision or Pedestrian Struck (with Injury)
391567,Other Theft
422807,Other Theft
616645,Theft from Vehicle
35097,Break and Enter Commercial
120747,Mischief
707677,Theft of Bicycle
713442,Theft of Bicycle
181524,Mischief
546928,Theft from Vehicle
279954,Other Theft
204005,Mischief
108184,Break and Enter Residential/Other
124489,Mischief
19123,Break and Enter Commercial
568098,Theft from Vehicle
395167,Other Theft
336253,Other Theft
321834,Other Theft
17582,Break and Enter Commercial
238902,Offence Against a Person
38151,Break and Enter Commercial
723175,Theft of Bicycle
64368,Break and Enter Residential/Other
542403,Theft from Vehicle
142388,Mischief
386368,Other Theft
30813,Break and Enter Commercial
597251,Theft from Vehicle
631527,Theft from Vehicle
102191,Break and Enter Residential/Other
555294,Theft from Vehicle
93912,Break and Enter Residential/Other
53812,Break and Enter Residential/Other
184751,Mischief
549748,Theft from Vehicle
143571,Mischief
164115,Mischief
235254,Offence Against a Person
719500,Theft of Bicycle
277091,Offence Against a Person
480327,Theft from Vehicle
631509,Theft from Vehicle
166299,Mischief
178669,Mischief
27263,Break and Enter Commercial
326384,Other Theft
162710,Mischief
371563,Other Theft
361427,Other Theft
57000,Break and Enter Residential/Other
5680,Break and Enter Commercial
7460,Break and Enter Commercial
790700,Vehicle Collision or Pedestrian Struck (with Injury)
645450,Theft from Vehicle
220000,Offence Against a Person
22498,Break and Enter Commercial
277487,Offence Against a Person
204030,Mischief
557222,Theft from Vehicle
597224,Theft from Vehicle
206814,Mischief
726568,Theft of Bicycle
141390,Mischief
626151,Theft from Vehicle
562312,Theft from Vehicle
153640,Mischief
40422,Break and Enter Commercial
206985,Mischief
132290,Mischief
179737,Mischief
284906,Other Theft
673450,Theft from Vehicle
571743,Theft from Vehicle
246982,Offence Against a Person
237576,Offence Against a Person
459109,Other Theft
248751,Offence Against a Person
679856,Theft from Vehicle
472274,Other Theft
245892,Offence Against a Person
120120,Mischief
279066,Offence Against a Person
654519,Theft from Vehicle
707535,Theft of Bicycle
810216,Vehicle Collision or Pedestrian Struck (with Injury)
223308,Offence Against a Person
65493,Break and Enter Residential/Other
137078,Mischief
402861,Other Theft
190899,Mischief
336868,Other Theft
745735,Theft of Vehicle
189842,Mischief
232072,Offence Against a Person
6883,Break and Enter Commercial
649184,Theft from Vehicle
247896,Offence Against a Person
617730,Theft from Vehicle
269658,Offence Against a Person
242736,Offence Against a Person
522624,Theft from Vehicle
649291,Theft from Vehicle
581498,Theft from Vehicle
531438,Theft from Vehicle
350097,Other Theft
401948,Other Theft
19824,Break and Enter Commercial
165663,Mischief
229400,Offence Against a Person
234921,Offence Against a Person
128973,Mischief
7766,Break and Enter Commercial
129261,Mischief
35836,Break and Enter Commercial
784003,Vehicle Collision or Pedestrian Struck (with Injury)
482407,Theft from Vehicle
31587,Break and Enter Commercial
151265,Mischief
686650,Theft from Vehicle
723355,Theft of Bicycle
500286,Theft from Vehicle
218147,Offence Against a Person
463644,Other Theft
584693,Theft from Vehicle
207516,Mischief
685873,Theft from Vehicle
210970,Offence Against a Person
27092,Break and Enter Commercial
714241,Theft of Bicycle
13167,Break and Enter Commercial
272180,Offence Against a Person
586928,Theft from Vehicle
669292,Theft from Vehicle
364074,Other Theft
32118,Break and Enter Commercial
673975,Theft from Vehicle
791465,Vehicle Collision or Pedestrian Struck (with Injury)
490981,Theft from Vehicle
331026,Other Theft
456229,Other Theft
740051,Theft of Bicycle
307774,Other Theft
248277,Offence Against a Person
524984,Theft from Vehicle
585802,Theft from Vehicle
81245,Break and Enter Residential/Other
648790,Theft from Vehicle
140276,Mischief
377876,Other Theft
809537,Vehicle Collision or Pedestrian Struck (with Injury)
791895,Vehicle Collision or Pedestrian Struck (with Injury)
431918,Other Theft
4513,Break and Enter Commercial
624581,Theft from Vehicle
137786,Mischief
643575,Theft from Vehicle
14393,Break and Enter Commercial
350408,Other Theft
336114,Other Theft
391547,Other Theft
715723,Theft of Bicycle
219839,Offence Against a Person
721123,Theft of Bicycle
187346,Mischief
580591,Theft from Vehicle
120877,Mischief
452683,Other Theft
343531,Other Theft
28197,Break and Enter Commercial
643574,Theft from Vehicle
633141,Theft from Vehicle
133201,Mischief
292860,Other Theft
264627,Offence Against a Person
455808,Other Theft
21490,Break and Enter Commercial
369203,Other Theft
176004,Mischief
205150,Mischief
593923,Theft from Vehicle
632976,Theft from Vehicle
361492,Other Theft
173109,Mischief
319816,Other Theft
36506,Break and Enter Commercial
436256,Other Theft
666685,Theft from Vehicle
495089,Theft from Vehicle
611621,Theft from Vehicle
194100,Mischief
16375,Break and Enter Commercial
108650,Break and Enter Residential/Other
68179,Break and Enter Residential/Other
192583,Mischief
236014,Offence Against a Person
435177,Other Theft
598813,Theft from Vehicle
636912,Theft from Vehicle
455771,Other Theft
9148,Break and Enter Commercial
37,Break and Enter Commercial
316137,Other Theft
477960,Theft from Vehicle
485825,Theft from Vehicle
37587,Break and Enter Commercial
10706,Break and Enter Commercial
40913,Break and Enter Commercial
394382,Other Theft
202500,Mischief
450277,Other Theft
262556,Offence Against a Person
111372,Break and Enter Residential/Other
361510,Other Theft
753349,Theft of Vehicle
201390,Mischief
745118,Theft of Vehicle
687818,Theft from Vehicle
380526,Other Theft
175247,Mischief
290090,Other Theft
540908,Theft from Vehicle
205330,Mischief
540355,Theft from Vehicle
243977,Offence Against a Person
109463,Break and Enter Residential/Other
403227,Other Theft
655863,Theft from Vehicle
213170,Offence Against a Person
333026,Other Theft
274076,Offence Against a Person
489830,Theft from Vehicle
779857,Theft of Vehicle
687471,Theft from Vehicle
78814,Break and Enter Residential/Other
208126,Mischief
387035,Other Theft
221830,Offence Against a Person
465595,Other Theft
11373,Break and Enter Commercial
209659,Mischief
536741,Theft from Vehicle
644238,Theft from Vehicle
730229,Theft of Bicycle
720453,Theft of Bicycle
77984,Break and Enter Residential/Other
117678,Mischief
796002,Vehicle Collision or Pedestrian Struck (with Injury)
329174,Other Theft
203272,Mischief
337052,Other Theft
643109,Theft from Vehicle
177326,Mischief
660766,Theft from Vehicle
446966,Other Theft
708960,Theft of Bicycle
84631,Break and Enter Residential/Other
184797,Mischief
805453,Vehicle Collision or Pedestrian Struck (with Injury)
397303,Other Theft
477123,Theft from Vehicle
431464,Other Theft
16759,Break and Enter Commercial
419932,Other Theft
731726,Theft of Bicycle
8519,Break and Enter Commercial
370778,Other Theft
512054,Theft from Vehicle
204246,Mischief
548726,Theft from Vehicle
172152,Mischief
163313,Mischief
678451,Theft from Vehicle
689612,Theft from Vehicle
361507,Other Theft
123134,Mischief
154905,Mischief
426886,Other Theft
164079,Mischief
306031,Other Theft
571752,Theft from Vehicle
345361,Other Theft
326488,Other Theft
730143,Theft of Bicycle
178341,Mischief
709228,Theft of Bicycle
134096,Mischief
227268,Offence Against a Person
609277,Theft from Vehicle
575477,Theft from Vehicle
806604,Vehicle Collision or Pedestrian Struck (with Injury)
505936,Theft from Vehicle
348335,Other Theft
238940,Offence Against a Person
402021,Other Theft
304538,Other Theft
666496,Theft from Vehicle
284981,Other Theft
434487,Other Theft
674904,Theft from Vehicle
571295,Theft from Vehicle
195864,Mischief
766937,Theft of Vehicle
186456,Mischief
141882,Mischief
125810,Mischief
665019,Theft from Vehicle
559984,Theft from Vehicle
427332,Other Theft
216039,Offence Against a Person
199393,Mischief
555378,Theft from Vehicle
399911,Other Theft
396973,Other Theft
576801,Theft from Vehicle
356738,Other Theft
162794,Mischief
159452,Mischief
121549,Mischief
45842,Break and Enter Residential/Other
266586,Offence Against a Person
117650,Mischief
463985,Other Theft
199882,Mischief
141459,Mischief
416763,Other Theft
279774,Other Theft
229757,Offence Against a Person
269060,Offence Against a Person
81353,Break and Enter Residential/Other
3832,Break and Enter Commercial
10726,Break and Enter Commercial
361276,Other Theft
476269,Other Theft
176987,Mischief
451018,Other Theft
34281,Break and Enter Commercial
275759,Offence Against a Person
363061,Other Theft
550704,Theft from Vehicle
476209,Other Theft
192833,Mischief
506423,Theft from Vehicle
260098,Offence Against a Person
97943,Break and Enter Residential/Other
426333,Other Theft
142670,Mischief
390267,Other Theft
42749,Break and Enter Commercial
564106,Theft from Vehicle
175605,Mischief
571384,Theft from Vehicle
99234,Break and Enter Residential/Other
439853,Other Theft
412391,Other Theft
560343,Theft from Vehicle
488350,Theft from Vehicle
322168,Other Theft
656232,Theft from Vehicle
47831,Break and Enter Residential/Other
20169,Break and Enter Commercial
91382,Break and Enter Residential/Other
605798,Theft from Vehicle
7011,Break and Enter Commercial
319824,Other Theft
569736,Theft from Vehicle
730265,Theft of Bicycle
261708,Offence Against a Person
495341,Theft from Vehicle
339666,Other Theft
320954,Other Theft
709158,Theft of Bicycle
617174,Theft from Vehicle
149172,Mischief
461960,Other Theft
808316,Vehicle Collision or Pedestrian Struck (with Injury)
116118,Mischief
605824,Theft from Vehicle
349408,Other Theft
143726,Mischief
593166,Theft from Vehicle
199462,Mischief
200223,Mischief
158363,Mischief
600108,Theft from Vehicle
660027,Theft from Vehicle
725669,Theft of Bicycle
175455,Mischief
547351,Theft from Vehicle
193241,Mischief
12447,Break and Enter Commercial
733531,Theft of Bicycle
262573,Offence Against a Person
412255,Other Theft
